"So be it, Hacker.",STSTR_FAADDED,,,,"Budiž, Hackeře.","So sei es, Hacker.",,"Tiel estu, Kodrompisto.","Que así sea, Hacker.",,"Olkoon niin, hakkeri.","Qu'il en soit ainsi, hacker.","Akkor hát legyen, hekker.","Cosi' sia, Hacker.",好きにしろ、ハッカー。,"마음대로 해, 해커 양반.","Het zij zo, Hacker.","Niech tak będzie, Hakerze.","Que assim seja, Hacker.",,"Așa să fie, Hacker.","Да будет так, хакер.",
Cyberpotence Mode ON,STSTR_DQDON,,,,Režim kybermoci ZAP,Cyberpotenzmodus AN,,Cibernetikpova Reĝimo AKTIVA,Modo Ciberpotencia ACTIVADO,,Kyberpotenssitila PÄÄLLÄ,,Kibererő Mód BE,Modo Cyberpotenza ATTIVADA,サイバーポテンスモード オン,전지전능 모드 ON,Cyberpotentiemodus AAN,Tryb Cyberpotencji WŁĄCZONY,Ciberpotência ATIVADA,,Ciberpotență ACTIVATĂ,Режим кибер-улучшения включён.,
Cyberpotence Mode OFF,STSTR_DQDOFF,,,,Režim kybermoci VYP,Cyberpotenzmodus AUS,,Cibernetikpova Reĝimo NEAKTIVA,Modo Ciberpotencia DESACTIVADO,,Kyberpotenssitila POIS PÄÄLTÄ,,Kibererő Mód KI,Modo Cyberpotenza DISATTIVADA,サイバーポテンスモード オフ,전지전능 모드 OFF,Cyberpotentiemodus UIT,Tryb Cyberpotencji WYŁĄCZONY,Ciberpotência DESATIVADA,,Ciberpotență DEZACTIVATĂ,Режим кибер-улучшения отключён.,
Tracking ON,AMSTR_FOLLOWON,,,,Sledování ZAP,Verfolgung AN,,Spurdado AKTIVA,Seguimiento ACTIVADO,,Seuranta PÄÄLLÄ,,Követés BE,Mappa scorribile DISATTIVATA,トラッキング オン,추적 모드 ON,Tracking AAN,Namierzanie WŁĄCZONE,Seguimento ATIVADO,,Urmărire ACTIVATĂ,Сопровождение включено.,
Tracking OFF,AMSTR_FOLLOWOFF,,,,Sledování VYP,Verfolgung AUS,,Spurdado NEAKTIVA,Seguimiento DESACTIVADO,,Seuranta POIS PÄÄLTÄ,,Követés KI,Mappa scorribile ATTIVATA,トラッキング オフ,추적 모드 OFF,Tracking UIT,Namierzanie WYŁĄCZONE,Seguimento DESATIVADO,,Urmărire DEZACTIVATĂ,Сопровождение отключено.,
- press Y to run away! -,DOSY,,,,- stiskni Y pro útěk! -,- drücke Y um wegzurennen -,,- premu Y por forkuri! -,- ¡pulsa Y para escapar! - ,,- Paina Y paetaksesi! -,-Appuie sur Y pour t'échapper!-,- nyomj Y-t a nyúlcipő felhúzáshoz -,- premere Y per scappare! -,-Y でトンズラだ!-,- 달아날려먼 Y 키를 눌러! -,- druk op Y om weg te lopen! -,- wciśnij Y by uciec! -,- Aperte Y para fugir! -,- Carrega Y para fugir! -,- apasă Y pentru a fugi! -,"- нажми «Y», чтобы сбежать! -",
"Are you insane or maladjusted?
Well? Yes or No!",ENDGAME,,,,"Jsi blb@[adj_cs] nebo jen naveden@[adj_cs]?
Tak? Jo nebo ne?","Bist du verrückt oder mies gelaunt?
Also? Ja oer Nein?",,"Ĉu vi estas freneza aŭ misagordita?
Ĉu? Jes aŭ Ne!?","¿Estás loc@[ao_esp] o descolocad@[ao_esp]?
¿Y bien? ¿Sí o No?",,"Oletko hullu tai häiriintynyt?
No? Y tai N!",Vous êtes fou où malajusté? Eh bien? Oui où non?,"Őrült vagy, vagy csak simán rosszul vagy összerakva? Nos? Igen vagy Nem!","Sei pazzo o disadattato?
Allora? Sì o no!","お前はイカれた社会不適合者だろ?
あぁ?イエスかノーか言え!","부적응은 안 하겠지? 그렇겠지?
자신 있으면 선택해!","Ben je gek of onaangepast?
Nou? Ja of Nee!","Oszalałeś czy się nie dostosowałeś?
Więc? Tak czy Nie!","Você é doido ou desregulado?
Hein? Sim ou Não!",,"Ești nebun sau doar prost calibrat?
Deci? Da sau Nu?","Ты дурак или родом так?
Отвечай! Да (Y) или нет (N)?",
"Are you sure? You can't handle
this skill, hacker!

Press Y to die. 
",NIGHTMARE,,,,"Jseš si jist@[adj_cs]? Takový
skill nemáš, hackeře!","Bist du sicher? Du kannst das nicht bewältigen, Hacker!

Drücke Y um zu sterben.",,"Ĉu vi certas? Vi ne povas stari
kontraŭ ĉi tiu malfacileco, kodrompisto!

Premu Y por morti.","¿Estás segur@[ao_esp]? ¡No puedes soportar esta dificultad, hacker!

Pulsa Y para morir.",,"Oletko varma? Et pysty käsittelemään
tätä taitotasoa, hakkeri!

Paina Y kuollaksesi. 
","Vous êtes sûr? Vous n'arriverez pas à tenir le coup, hacker! 

Appuyez sur Y pour mourir.","Biztos vagy benne? Nem hinném hogy elbírsz ezzel a fokozattal hekker.

Nyomj Y-t a halálhoz.","Sei sicura? Non puoi gestire
questa abilità, hacker!

Premere Y per morire. ","本気か?
アンタの手に負えないぞ、ハッカー!

死にたきゃYを押せ。","그렇게 만만하다면 말리지는 않을게.
어차피 너에겐 복잡할 테니까, 해커 양반.

준비됐으면 Y 키를 눌러.","Weet u het zeker? Je kunt niet omgaan met
deze vaardigheid, hacker!

Druk op Y om te sterven.","Na pewno? Nie dasz
sobie rady hakerze!

Wciśnij Y by zginąć.","Tem certeza? Você não vai conseguir
aguentar essa dificuldade, hacker!

Aperte Y para morrer.","Tem certeza? Você não pode lidar
essa habilidade, hacker!

Carrega Y para morrer.","Ești sigur? Nu poți face față dificultății, hacker!

Apasă Y ca să mori.","Ты уверен? С этим уровнем сложности ты не справишься, хакер!

Нажми «Y», чтобы умереть.",
"Quicksave over your data named

'%s'?

Press Y or N.",QSPROMPT,For most languages the original Doom text should suffice.,,,"Rychle uložit přes tvá data s názvem

'%s'?

Stiskni Y nebo N.","Überschreibe %s mit einem Schnellspeicherdatenstand?

Drücke Y oder N.",,"Ĉu rapidkonservu super via ludo nomita

'%s'?

Premu Y aŭ N.","¿Deseas guardar sobre tu partida llamada

'%s'?

Presiona Y ó N.",,"Haluatko pikatallentaa pelin %s päälle?

Paina Y tai N.","Sauvegarde rapide sur le fichier 

'%s'?

Appuyez sur Y ou N.","Gyorsmenteni akarsz az alábbi mentésed alatt

'%s'?

Nyomj Y-t vagy N-t.","Sovrascrivere il salvataggio

'%s'?

Premi Y oppure N.","この名称で上書きするのか?

'%s'

YかNで答えろ。","빠른 저장?

'%s'

Y키 또는 N키를 입력.","Snel opslaan over je spel genaamd

'%s'?

Druk op Y of N.","Szybko nadpisać grę

„%s”?

Wciśnij Y lub N.","Salvar sobre seu jogo chamado

'%s'?

Aperte Y ou N.","Gravar sobre o seu jogo chamado

'%s'?

Carrega Y ou N.","Salvare rapidă peste fișierul numit

'%s'?

Apasă Y sau N.","Перезаписать файл

«%s»?

Нажмите «Y» или «N».","Желите брзо чување за игру под именом

„%s“?

Притисните Y или N."
"Do you want to quickload the data named

'%s'?

Press Y or N.",QLPROMPT,,,,"Přeješ si rychle načíst data s názvem

'%s'?

Stiskni Y nebo N.","Möchtest du den Datenstand %s schnellladen?

Drücke Y oder N.",,"Ĉu vi volas rapidkonservi la konservo nomita

'%s'?

Premu Y-on aŭ N-on.","¿Quieres cargar la partida llamada

'%s'?

Presiona Y ó N.",,"Haluatko pikaladata pelin %s?

Paina Y tai N.","Voulez-vous charger la sauvegarde

'%s'?

Appuyez sur Y ou N.","Gyorstölteni akarod ezt a mentést

'%s'?

Nyomj Y-t vagy N-t.","Vuoi fare un quickload della partita

'%s'?

Premi Y oppure N.","この名称をすぐロードするのか?

'%s'

YかNで答えろ。","빠른 불러오기?

'%s'

Y키 또는 N키를 입력.","Wil je het spel snel laden met de naam

'%s'?

Druk op Y of N.","Czy chcesz wczytać szybki zapis

„%s”?

Wciśnij Y lub N.","Deseja carregar o jogo chamado

'%s'?

Aperte Y ou N.","Deseja carregar o jogo chamado

'%s'?

Carrega Y ou N.","Vrei să încarci rapid fișierul numit

'%s'?

Apasă Y sau N.","Загрузить файл

«%s»?

Нажмите «Y» или «N».","Желите брзо учитавање за игру под именом

„%s“?

Притисните Y или N."
Thug,CC_THUG,,,,Pobuda,Scherge,,Perfortuloj,Matón,,Roisto,Brute,Bandatag,Tazza,チンピラ,서그,Schurk,Zbir,Bandido,,Bandit,Головорез,
Android,CC_ANDROID,,,,,,,Androido,Androide,,Androidi,Androïde,,,アンドロイド,안드로이드,Androïde,Android,Andróide,,,Андроид,
ICE,CC_ICE,,,,,,,,,,,,,,アイス,아이스,,,,,,ЛЁД,
Buzzer,CC_BUZZER,,,,Bzučák,Summer,,Zumilo,Zumbador,,Surisija,,Sokkoló,Cicalino,ブザー,버저,Zoemer,Brzęczyk,,,Dronă,Летун,
D-Man,CC_DMAN,,,,,,,D-Vir',,,D-mies,,,,D-Man,디-맨,,,,,,Д-Мэн,
Phage,CC_PHAGE,,,,Fág,,,Faĝo,Fago,,Fagi,,Fekély,Fago,ファージ,페이지,Faag,Fag,Fago,,Mâncător,Пожиратель,
Monstruct,CC_MONSTRUCT,,,,Monstrukce,Monstrukt,,Monstrukto,,,Keinohirviö,,Monstrum,Mostrutto,モンストラクト,몬스트럭트,Monstructie,Monstrukt,,,,Монструкт,
Mecha Maniac,CC_MECH,,,,Mechamaniak,,,Mekanika Frenezulo,Meca-Maníaco,,Mechamaanikko,Mécha-maniaque,Mecha Megszállott,Mecha Maniaco,メカマニア,메카 메니악,Mecha Maniak,Mechaniczny Maniak,Meca-Maníaco,,Meca-Maniac,Механоман,
Terminatrix,CC_TERMI,,,,,,,,,,,,,,ターミネイトリクス,터미네트릭스,,,,,,Терминатриса,
Thorn Thing,CC_THORN,,,,Bodlák,Dornending,,Dorna Aĵo,Cosa Espinosa,,Okaolio,Truc épineux,Tövis Úrnő,,ソーンツィン,쏜 씽,Doornding,Cierniowe Coś,Coisa Espinhosa,,Spinos,Тернистая тварь,
Majong 7,CC_MAJONG,,,,,,,Maĝango 7,,,Mahjong 7,,,,マージャン 7,마작 7호,,,,,,Маджонг 7,
Dan Evanger,CC_HERO,,,,,,,Dan Evanĝer,,,,,,,ダン エブァンガー,댄 에반저,,,,,,Дэн Эвенджер,
Please don't shoot!,SKILL_BABY,,,,"Nestřílej, prosím!",Bitte schieß nicht!,,Bonvolu ne pafi!,¡Por favor no dispares!,,"Pyydän, älä ammu!","Pitié, ne tirez pas!",Kérlek ne lőj!,"Ti prego, non sparare!",撃たないでくれ!,쏘지 마세요!,"Niet schieten, alsjeblieft!",Proszę nie strzelaj!,"Por favor, não atire!",,Te rog nu trage!,"Не стреляй, пожалуйста!",
"Aargh, I need health!",SKILL_EASY,,,,Potřebuju zdraví!,Ich brauche Gesundheit!,,"Aargh, mi bezonas sanon!","¡Aargh, necesito salud!",,"Aargh, tarvitsen terveyttä!","Aargh, des soins!","Á, kell egy kis életerő!","Aargh, ho bisogno di salute!",キメてくれ!,체력이 필요해!,"Aargh, ik heb gezondheid nodig!","Ałć, potrzebuję apteczki!","Aargh, preciso de saúde!",,"Aarș, am nevoie de un medic!","А-а-ргх, аптечку!",
Let's rip them apart!,SKILL_NORMAL,,,,Rozsekejme je na kusy!,Lass uns sie zerfetzen!,,Ni disŝiru ilin!,¡Rompámoslos en pedazos!,,Revitään ne kappaleiksi!,J'en fais de la bouillie!,Tépjük csak szét őket!,Facciamoli a pezzi!,ばらまいてやれ!,갈기갈기 찢어버려!,Laten we ze uit elkaar scheuren!,Czas ich rozerwać!,Vamos despedaçá-los!,,Să-i facem zob!,Разорвём их на куски!,
I am immortal!,SKILL_HARD,,,,Jsem nesmrtelný!,Ich bin unsterblich!,,Mi estas senmorta!,¡Soy inmortal!,,Olen kuolemation!,Je suis immortel!,Halhatatlan vagyok!,Sono immortale!,とっととくたばれ!,난 무적이다!,Ik ben onsterfelijk!,Jestem nieśmiertelny!,Eu sou imortal!,,Sunt nemuritor!,Я бессмертен!,
Insanity!,SKILL_NIGHTMARE,,,,Šílenství!,Wahnsinn!,,Frenezo!,¡Locura!,,Mielettömyys!,Folie!,Téboly!,Follia!,イカれてやがる!,코드명: 광기!,Waanzin!,Szaleństwo!,Insanidade!,,Demență!,Безумие!,
